,Argonne_ID,DepMap_ID,RRID,cell_line_name,stripped_cell_line_name,CCLE_Name,Manual_edit
743,CTRP.Panc-04-03,ACH-000235,CVCL_1636,Panc 04.03,PANC0403,PANC0403_PANCREAS,
744,CCLE.SW1417,ACH-000236,CVCL_1717,SW1417,SW1417,SW1417_LARGE_INTESTINE,
745,GDSC.SW1417,ACH-000236,CVCL_1717,SW1417,SW1417,SW1417_LARGE_INTESTINE,
746,CTRP.SW1417,ACH-000236,CVCL_1717,SW1417,SW1417,SW1417_LARGE_INTESTINE,
747,CCLE.JHOM1,ACH-000237,CVCL_4644,JHOM-1,JHOM1,JHOM1_OVARY,
748,CTRP.JHOM-1,ACH-000237,CVCL_4644,JHOM-1,JHOM1,JHOM1_OVARY,
749,CCLE.SCC4,ACH-000238,CVCL_1684,SCC-4,SCC4,SCC4_UPPER_AERODIGESTIVE_TRACT,
750,GDSC.SCC-4,ACH-000238,CVCL_1684,SCC-4,SCC4,SCC4_UPPER_AERODIGESTIVE_TRACT,
751,CTRP.SCC-4,ACH-000238,CVCL_1684,SCC-4,SCC4,SCC4_UPPER_AERODIGESTIVE_TRACT,
752,CCLE.HS600T,ACH-000240,CVCL_0814,,HS600T,HS600T_FIBROBLAST,
753,CCLE.RT4,ACH-000242,CVCL_0036,RT4,RT4,RT4_URINARY_TRACT,
754,GDSC.RT4,ACH-000242,CVCL_0036,RT4,RT4,RT4_URINARY_TRACT,
755,gCSI.RT4,ACH-000242,CVCL_0036,RT4,RT4,RT4_URINARY_TRACT,
756,CTRP.RT4,ACH-000242,CVCL_0036,RT4,RT4,RT4_URINARY_TRACT,
757,CCLE.DANG,ACH-000243,CVCL_0243,DAN-G,DANG,DANG_PANCREAS,
758,GDSC.DAN-G,ACH-000243,CVCL_0243,DAN-G,DANG,DANG_PANCREAS,
759,CTRP.DAN-G,ACH-000243,CVCL_0243,DAN-G,DANG,DANG_PANCREAS,
760,CCLE.DKMG,ACH-000244,CVCL_1173,DK-MG,DKMG,DKMG_CENTRAL_NERVOUS_SYSTEM,
761,GDSC.DK-MG,ACH-000244,CVCL_1173,DK-MG,DKMG,DKMG_CENTRAL_NERVOUS_SYSTEM,
762,CTRP.DK-MG,ACH-000244,CVCL_1173,DK-MG,DKMG,DKMG_CENTRAL_NERVOUS_SYSTEM,
763,CCLE.BL41,ACH-000245,CVCL_1087,BL-41,BL41,BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
764,GDSC.BL-41,ACH-000245,CVCL_1087,BL-41,BL41,BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
765,CTRP.BL-41,ACH-000245,CVCL_1087,BL-41,BL41,BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
766,CCLE.SLR23,ACH-000246,CVCL_V609,SLR 23,SLR23,SLR23_KIDNEY,
767,CCLE.OCUM1,ACH-000247,CVCL_3084,OCUM-1,OCUM1,OCUM1_STOMACH,
768,GDSC.OCUM-1,ACH-000247,CVCL_3084,OCUM-1,OCUM1,OCUM1_STOMACH,
769,gCSI.OCUM-1,ACH-000247,CVCL_3084,OCUM-1,OCUM1,OCUM1_STOMACH,
770,CTRP.OCUM-1,ACH-000247,CVCL_3084,OCUM-1,OCUM1,OCUM1_STOMACH,
771,CCLE.AU565,ACH-000248,CVCL_1074,AU565,AU565,AU565_BREAST,
772,GDSC.AU565,ACH-000248,CVCL_1074,AU565,AU565,AU565_BREAST,
773,gCSI.AU565,ACH-000248,CVCL_1074,AU565,AU565,AU565_BREAST,
774,CTRP.AU565,ACH-000248,CVCL_1074,AU565,AU565,AU565_BREAST,
775,CCLE.CL11,ACH-000249,CVCL_1978,CL-11,CL11,CL11_LARGE_INTESTINE,
776,GDSC.CL-11,ACH-000249,CVCL_1978,CL-11,CL11,CL11_LARGE_INTESTINE,
777,CTRP.CL-11,ACH-000249,CVCL_1978,CL-11,CL11,CL11_LARGE_INTESTINE,
778,CCLE.KMRC20,ACH-000250,CVCL_2986,KMRC-20,KMRC20,KMRC20_KIDNEY,
779,GDSC.KMRC-20,ACH-000250,CVCL_2986,KMRC-20,KMRC20,KMRC20_KIDNEY,
780,CTRP.KMRC-20,ACH-000250,CVCL_2986,KMRC-20,KMRC20,KMRC20_KIDNEY,
781,CCLE.NCI-H2887,ACH-000251,CVCL_5159,,NCIH2887,NCIH2887_LUNG,
782,CCLE.LS1034,ACH-000252,CVCL_1382,LS1034,LS1034,LS1034_LARGE_INTESTINE,
783,GDSC.LS-1034,ACH-000252,CVCL_1382,LS1034,LS1034,LS1034_LARGE_INTESTINE,
784,gCSI.LS-1034,ACH-000252,CVCL_1382,LS1034,LS1034,LS1034_LARGE_INTESTINE,
785,CTRP.LS-1034,ACH-000252,CVCL_1382,LS1034,LS1034,LS1034_LARGE_INTESTINE,
786,CCLE.COLO201,ACH-000253,CVCL_1987,COLO 201,COLO201,COLO201_LARGE_INTESTINE,
787,gCSI.COLO-201,ACH-000253,CVCL_1987,COLO 201,COLO201,COLO201_LARGE_INTESTINE,
788,CTRP.COLO-201,ACH-000253,CVCL_1987,COLO 201,COLO201,COLO201_LARGE_INTESTINE,
789,CCLE.SCC15,ACH-000254,CVCL_1681,SCC-15,SCC15,SCC15_UPPER_AERODIGESTIVE_TRACT,
790,GDSC.SCC-15,ACH-000254,CVCL_1681,SCC-15,SCC15,SCC15_UPPER_AERODIGESTIVE_TRACT,
791,CCLE.LMSU,ACH-000255,CVCL_4849,LMSU,LMSU,LMSU_STOMACH,
792,CTRP.LMSU,ACH-000255,CVCL_4849,LMSU,LMSU,LMSU_STOMACH,
793,CCLE.COV318,ACH-000256,CVCL_2419,COV318,COV318,COV318_OVARY,
794,gCSI.COV318,ACH-000256,CVCL_2419,COV318,COV318,COV318_OVARY,
795,CCLE.CORL279,ACH-000257,CVCL_1140,COR-L279,CORL279,CORL279_LUNG,
796,GDSC.COR-L279,ACH-000257,CVCL_1140,COR-L279,CORL279,CORL279_LUNG,
797,gCSI.COR-L279,ACH-000257,CVCL_1140,COR-L279,CORL279,CORL279_LUNG,
798,CTRP.COR-L279,ACH-000257,CVCL_1140,COR-L279,CORL279,CORL279_LUNG,
799,CCLE.DU4475,ACH-000258,CVCL_1183,Du4475,DU4475,DU4475_BREAST,
800,GDSC.DU-4475,ACH-000258,CVCL_1183,Du4475,DU4475,DU4475_BREAST,
801,CTRP.DU-4475,ACH-000258,CVCL_1183,Du4475,DU4475,DU4475_BREAST,
802,CCLE.KELLY,ACH-000259,CVCL_2092,KELLY,KELLY,KELLY_AUTONOMIC_GANGLIA,
803,GDSC.KELLY,ACH-000259,CVCL_2092,KELLY,KELLY,KELLY_AUTONOMIC_GANGLIA,
804,gCSI.KELLY,ACH-000259,CVCL_2092,KELLY,KELLY,KELLY_AUTONOMIC_GANGLIA,
805,CTRP.KELLY,ACH-000259,CVCL_2092,KELLY,KELLY,KELLY_AUTONOMIC_GANGLIA,
806,CCLE.SKNAS,ACH-000260,CVCL_1700,SK-N-AS,SKNAS,SKNAS_AUTONOMIC_GANGLIA,
807,GDSC.SK-N-AS,ACH-000260,CVCL_1700,SK-N-AS,SKNAS,SKNAS_AUTONOMIC_GANGLIA,
808,gCSI.SK-N-AS,ACH-000260,CVCL_1700,SK-N-AS,SKNAS,SKNAS_AUTONOMIC_GANGLIA,
809,CTRP.SK-N-AS,ACH-000260,CVCL_1700,SK-N-AS,SKNAS,SKNAS_AUTONOMIC_GANGLIA,
810,CCLE.RERFLCAI,ACH-000261,CVCL_4402,RERF-LC-AI,RERFLCAI,RERFLCAI_LUNG,
811,CTRP.RERF-LC-AI,ACH-000261,CVCL_4402,RERF-LC-AI,RERFLCAI,RERFLCAI_LUNG,
812,CCLE.UOK101,ACH-000262,CVCL_B076,UOK101,UOK101,UOK101_KIDNEY,
813,CCLE.KASUMI1,ACH-000263,CVCL_0589,KASUMI-1,KASUMI1,KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
814,GDSC.KASUMI-1,ACH-000263,CVCL_0589,KASUMI-1,KASUMI1,KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
815,CTRP.KASUMI-1,ACH-000263,CVCL_0589,KASUMI-1,KASUMI1,KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
816,CCLE.CALU6,ACH-000264,CVCL_0236,Calu-6,CALU6,CALU6_LUNG,
817,GDSC.Calu-6,ACH-000264,CVCL_0236,Calu-6,CALU6,CALU6_LUNG,
818,CTRP.Calu-6,ACH-000264,CVCL_0236,Calu-6,CALU6,CALU6_LUNG,
819,CCLE.KP4,ACH-000265,CVCL_1338,KP4,KP4,KP4_PANCREAS,
820,GDSC.KP-4,ACH-000265,CVCL_1338,KP4,KP4,KP4_PANCREAS,
821,gCSI.KP-4,ACH-000265,CVCL_1338,KP4,KP4,KP4_PANCREAS,
822,CTRP.KP-4,ACH-000265,CVCL_1338,KP4,KP4,KP4_PANCREAS,
823,CCLE.SNU213,ACH-000266,CVCL_5034,SNU-213,SNU213,SNU213_PANCREAS,
824,CTRP.SNU-213,ACH-000266,CVCL_5034,SNU-213,SNU213,SNU213_PANCREAS,
825,CCLE.HDLM2,ACH-000267,CVCL_0009,HDLM-2,HDLM2,HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
826,GDSC.HDLM-2,ACH-000267,CVCL_0009,HDLM-2,HDLM2,HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
827,CTRP.HDLM-2,ACH-000267,CVCL_0009,HDLM-2,HDLM2,HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
828,CCLE.SNU245,ACH-000268,CVCL_5038,SNU-245,SNU245,SNU245_BILIARY_TRACT,
829,CTRP.SNU-245,ACH-000268,CVCL_5038,SNU-245,SNU245,SNU245_BILIARY_TRACT,
830,CCLE.AM38,ACH-000269,CVCL_1070,AM-38,AM38,AM38_CENTRAL_NERVOUS_SYSTEM,
831,GDSC.AM-38,ACH-000269,CVCL_1070,AM-38,AM38,AM38_CENTRAL_NERVOUS_SYSTEM,
832,gCSI.AM-38,ACH-000269,CVCL_1070,AM-38,AM38,AM38_CENTRAL_NERVOUS_SYSTEM,
833,CTRP.AM-38,ACH-000269,CVCL_1070,AM-38,AM38,AM38_CENTRAL_NERVOUS_SYSTEM,
834,CCLE.HPAC,ACH-000270,CVCL_3517,HPAC,HPAC,HPAC_PANCREAS,
835,GDSC.HPAC,ACH-000270,CVCL_3517,HPAC,HPAC,HPAC_PANCREAS,
836,gCSI.HPAC,ACH-000270,CVCL_3517,HPAC,HPAC,HPAC_PANCREAS,
837,CTRP.HPAC,ACH-000270,CVCL_3517,HPAC,HPAC,HPAC_PANCREAS,
838,CCLE.SUDHL10,ACH-000271,CVCL_1889,SU-DHL-10,SUDHL10,SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
839,GDSC.SU-DHL-10,ACH-000271,CVCL_1889,SU-DHL-10,SUDHL10,SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
840,gCSI.SU-DHL-10,ACH-000271,CVCL_1889,SU-DHL-10,SUDHL10,SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
841,CTRP.SU-DHL-10,ACH-000271,CVCL_1889,SU-DHL-10,SUDHL10,SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
842,CCLE.SLR24,ACH-000272,CVCL_V610,SLR 24,SLR24,SLR24_KIDNEY,
843,NCI60.SF-539,ACH-000273,CVCL_1691,SF539,SF539,SF539_CENTRAL_NERVOUS_SYSTEM,
844,CCLE.SF539,ACH-000273,CVCL_1691,SF539,SF539,SF539_CENTRAL_NERVOUS_SYSTEM,
845,GDSC.SF539,ACH-000273,CVCL_1691,SF539,SF539,SF539_CENTRAL_NERVOUS_SYSTEM,
846,gCSI.SF539,ACH-000273,CVCL_1691,SF539,SF539,SF539_CENTRAL_NERVOUS_SYSTEM,
847,CTRP.SF539,ACH-000273,CVCL_1691,SF539,SF539,SF539_CENTRAL_NERVOUS_SYSTEM,
848,CCLE.HS852T,ACH-000274,CVCL_0950,Hs 852.T,HS852T,HS852T_SKIN,
849,gCSI.HS-852-T,ACH-000274,CVCL_0950,Hs 852.T,HS852T,HS852T_SKIN,
850,CTRP.Hs-852-T,ACH-000274,CVCL_0950,Hs 852.T,HS852T,HS852T_SKIN,
851,CCLE.HCC38,ACH-000276,CVCL_1267,HCC38,HCC38,HCC38_BREAST,
852,GDSC.HCC38,ACH-000276,CVCL_1267,HCC38,HCC38,HCC38_BREAST,
853,gCSI.HCC38,ACH-000276,CVCL_1267,HCC38,HCC38,HCC38_BREAST,
854,CTRP.HCC38,ACH-000276,CVCL_1267,HCC38,HCC38,HCC38_BREAST,
855,CCLE.HCC1419,ACH-000277,CVCL_1251,HCC1419,HCC1419,HCC1419_BREAST,
856,GDSC.HCC1419,ACH-000277,CVCL_1251,HCC1419,HCC1419,HCC1419_BREAST,
857,gCSI.HCC1419,ACH-000277,CVCL_1251,HCC1419,HCC1419,HCC1419_BREAST,
858,CTRP.HCC1419,ACH-000277,CVCL_1251,HCC1419,HCC1419,HCC1419_BREAST,
859,CCLE.COV362,ACH-000278,CVCL_2420,COV362,COV362,COV362_OVARY,
860,CTRP.COV362,ACH-000278,CVCL_2420,COV362,COV362,COV362_OVARY,
861,CCLE.EWS502,ACH-000279,CVCL_S740,EWS502,EWS502,EWS502_BONE,
862,CCLE.SNU840,ACH-000280,CVCL_5100,SNU-840,SNU840,SNU840_OVARY,
863,CTRP.SNU-840,ACH-000280,CVCL_5100,SNU-840,SNU840,SNU840_OVARY,
864,CCLE.KP2,ACH-000281,CVCL_3004,KP-2,KP2,KP2_PANCREAS,
865,GDSC.KP-2,ACH-000281,CVCL_3004,KP-2,KP2,KP2_PANCREAS,
866,CTRP.KP-2,ACH-000281,CVCL_3004,KP-2,KP2,KP2_PANCREAS,
867,CCLE.NCIH1755,ACH-000282,CVCL_1492,NCI-H1755,NCIH1755,NCIH1755_LUNG,
868,GDSC.NCI-H1755,ACH-000282,CVCL_1492,NCI-H1755,NCIH1755,NCIH1755_LUNG,
869,CTRP.NCI-H1755,ACH-000282,CVCL_1492,NCI-H1755,NCIH1755,NCIH1755_LUNG,
870,CCLE.A1207,ACH-000283,CVCL_8481,A1207,A1207,A1207_CENTRAL_NERVOUS_SYSTEM,
871,CCLE.SNU1033,ACH-000286,CVCL_5002,SNU-1033,SNU1033,SNU1033_LARGE_INTESTINE,
872,CTRP.SNU-1033,ACH-000286,CVCL_5002,SNU-1033,SNU1033,SNU1033_LARGE_INTESTINE,
873,CCLE.NUDUL1,ACH-000287,CVCL_1877,NU-DUL-1,NUDUL1,NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
874,GDSC.NU-DUL-1,ACH-000287,CVCL_1877,NU-DUL-1,NUDUL1,NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
875,CTRP.NU-DUL-1,ACH-000287,CVCL_1877,NU-DUL-1,NUDUL1,NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
876,CCLE.SNU466,ACH-000289,CVCL_5064,SNU-466,SNU466,SNU466_CENTRAL_NERVOUS_SYSTEM,
877,CTRP.SNU-466,ACH-000289,CVCL_5064,SNU-466,SNU466,SNU466_CENTRAL_NERVOUS_SYSTEM,
878,CCLE.NCIH209,ACH-000290,CVCL_1525,NCI-H209,NCIH209,NCIH209_LUNG,
879,GDSC.NCI-H209,ACH-000290,CVCL_1525,NCI-H209,NCIH209,NCIH209_LUNG,
880,CTRP.NCI-H209,ACH-000290,CVCL_1525,NCI-H209,NCIH209,NCIH209_LUNG,
881,CCLE.OV90,ACH-000291,CVCL_3768,OV-90,OV90,OV90_OVARY,
882,GDSC.OV-90,ACH-000291,CVCL_3768,OV-90,OV90,OV90_OVARY,
883,gCSI.OV-90,ACH-000291,CVCL_3768,OV-90,OV90,OV90_OVARY,
884,CTRP.OV-90,ACH-000291,CVCL_3768,OV-90,OV90,OV90_OVARY,
885,CCLE.NCIH841,ACH-000292,CVCL_1595,NCI-H841,NCIH841,NCIH841_LUNG,
886,GDSC.NCI-H841,ACH-000292,CVCL_1595,NCI-H841,NCIH841,NCIH841_LUNG,
887,CTRP.NCI-H841,ACH-000292,CVCL_1595,NCI-H841,NCIH841,NCIH841_LUNG,
888,CCLE.KLE,ACH-000293,CVCL_1329,KLE,KLE,KLE_ENDOMETRIUM,
889,GDSC.KLE,ACH-000293,CVCL_1329,KLE,KLE,KLE_ENDOMETRIUM,
890,gCSI.KLE,ACH-000293,CVCL_1329,KLE,KLE,KLE_ENDOMETRIUM,
891,CTRP.KLE,ACH-000293,CVCL_1329,KLE,KLE,KLE_ENDOMETRIUM,
892,CCLE.NB4,ACH-000294,CVCL_0005,NB-4,NB4,NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
893,GDSC.NB4,ACH-000294,CVCL_0005,NB-4,NB4,NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
894,CTRP.NB4,ACH-000294,CVCL_0005,NB-4,NB4,NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
895,CCLE.EM2,ACH-000295,CVCL_1196,EM-2,EM2,EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
896,GDSC.EM-2,ACH-000295,CVCL_1196,EM-2,EM2,EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
897,CTRP.EM-2,ACH-000295,CVCL_1196,EM-2,EM2,EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
898,CCLE.OUMS23,ACH-000296,CVCL_3088,OUMS-23,OUMS23,OUMS23_LARGE_INTESTINE,
899,GDSC.OUMS-23,ACH-000296,CVCL_3088,OUMS-23,OUMS23,OUMS23_LARGE_INTESTINE,
900,CTRP.OUMS-23,ACH-000296,CVCL_3088,OUMS-23,OUMS23,OUMS23_LARGE_INTESTINE,
901,CCLE.NCIH2029,ACH-000298,CVCL_1516,NCI-H2029,NCIH2029,NCIH2029_LUNG,
902,GDSC.NCI-H2029,ACH-000298,CVCL_1516,NCI-H2029,NCIH2029,NCIH2029_LUNG,
903,CTRP.NCI-H2029,ACH-000298,CVCL_1516,NCI-H2029,NCIH2029,NCIH2029_LUNG,
904,CCLE.HNT-34-2,ACH-000299,CVCL_2071,,HNT34,HNT34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Yes
905,CCLE.LAMA84,ACH-000301,CVCL_0388,LAMA-84,LAMA84,LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
906,GDSC.LAMA-84,ACH-000301,CVCL_0388,LAMA-84,LAMA84,LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
907,CTRP.LAMA-84,ACH-000301,CVCL_0388,LAMA-84,LAMA84,LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
908,CCLE.SNU1077,ACH-000302,CVCL_5007,SNU-1077,SNU1077,SNU1077_ENDOMETRIUM,
909,CTRP.SNU-1077,ACH-000302,CVCL_5007,SNU-1077,SNU1077,SNU1077_ENDOMETRIUM,
910,CCLE.SNU5,ACH-000303,CVCL_0078,SNU-5,SNU5,SNU5_STOMACH,
911,CTRP.SNU-5,ACH-000303,CVCL_0078,SNU-5,SNU5,SNU5_STOMACH,
912,CCLE.WM115,ACH-000304,CVCL_0040,WM-115,WM115,WM115_SKIN,
913,GDSC.WM-115,ACH-000304,CVCL_0040,WM-115,WM115,WM115_SKIN,
914,gCSI.WM-115,ACH-000304,CVCL_0040,WM-115,WM115,WM115_SKIN,
915,CTRP.WM-115,ACH-000304,CVCL_0040,WM-115,WM115,WM115_SKIN,
916,CCLE.ECGI10,ACH-000305,CVCL_1187,EC-GI-10,ECGI10,ECGI10_OESOPHAGUS,
917,GDSC.EC-GI-10,ACH-000305,CVCL_1187,EC-GI-10,ECGI10,ECGI10_OESOPHAGUS,
918,CTRP.EC-GI-10,ACH-000305,CVCL_1187,EC-GI-10,ECGI10,ECGI10_OESOPHAGUS,
919,CCLE.HS688AT,ACH-000306,CVCL_0846,Hs 688(A).T,HS688AT,HS688AT_FIBROBLAST,
920,CTRP.Hs-688-A-T,ACH-000306,CVCL_0846,Hs 688(A).T,HS688AT,HS688AT_FIBROBLAST,
921,CCLE.PK1,ACH-000307,CVCL_4717,PK-1,PK1,PK1_PANCREAS,
922,gCSI.PK-1,ACH-000307,CVCL_4717,PK-1,PK1,PK1_PANCREAS,
923,CTRP.PK-1,ACH-000307,CVCL_4717,PK-1,PK1,PK1_PANCREAS,
924,CCLE.EFO21,ACH-000308,CVCL_0029,EFO-21,EFO21,EFO21_OVARY,
925,GDSC.EFO-21,ACH-000308,CVCL_0029,EFO-21,EFO21,EFO21_OVARY,
926,CTRP.EFO-21,ACH-000308,CVCL_0029,EFO-21,EFO21,EFO21_OVARY,
927,CCLE.SKLU1,ACH-000309,CVCL_0629,SK-LU-1,SKLU1,SKLU1_LUNG,
928,GDSC.SK-LU-1,ACH-000309,CVCL_0629,SK-LU-1,SKLU1,SKLU1_LUNG,
929,CTRP.SK-LU-1,ACH-000309,CVCL_0629,SK-LU-1,SKLU1,SKLU1_LUNG,
930,CCLE.IMR32,ACH-000310,CVCL_0346,IMR-32,IMR32,IMR32_AUTONOMIC_GANGLIA,
931,gCSI.IMR-32,ACH-000310,CVCL_0346,IMR-32,IMR32,IMR32_AUTONOMIC_GANGLIA,
932,CTRP.IMR-32,ACH-000310,CVCL_0346,IMR-32,IMR32,IMR32_AUTONOMIC_GANGLIA,
933,CCLE.NCIH2122,ACH-000311,CVCL_1531,NCI-H2122,NCIH2122,NCIH2122_LUNG,
934,GDSC.NCI-H2122,ACH-000311,CVCL_1531,NCI-H2122,NCIH2122,NCIH2122_LUNG,
935,gCSI.NCI-H2122,ACH-000311,CVCL_1531,NCI-H2122,NCIH2122,NCIH2122_LUNG,
936,CTRP.NCI-H2122,ACH-000311,CVCL_1531,NCI-H2122,NCIH2122,NCIH2122_LUNG,
937,CCLE.SKNBE2,ACH-000312,CVCL_0528,SK-N-BE(2),SKNBE2,SKNBE2_AUTONOMIC_GANGLIA,
938,gCSI.SK-N-BE(2),ACH-000312,CVCL_0528,SK-N-BE(2),SKNBE2,SKNBE2_AUTONOMIC_GANGLIA,
939,CTRP.SK-N-BE-2,ACH-000312,CVCL_0528,SK-N-BE(2),SKNBE2,SKNBE2_AUTONOMIC_GANGLIA,
940,CCLE.HCC2108,ACH-000314,CVCL_A352,HCC-2108,HCC2108,HCC2108_LUNG,
941,CTRP.HCC-2108,ACH-000314,CVCL_A352,HCC-2108,HCC2108,HCC2108_LUNG,
942,CCLE.KARPAS422,ACH-000315,CVCL_1325,KARPAS-422,KARPAS422,KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
943,GDSC.KARPAS-422,ACH-000315,CVCL_1325,KARPAS-422,KARPAS422,KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
944,gCSI.KARPAS-422,ACH-000315,CVCL_1325,KARPAS-422,KARPAS422,KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
945,CTRP.KARPAS-422,ACH-000315,CVCL_1325,KARPAS-422,KARPAS422,KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
946,CCLE.SNU886,ACH-000316,CVCL_5103,SNU-886,SNU886,SNU886_LIVER,
947,CTRP.SNU-886,ACH-000316,CVCL_5103,SNU-886,SNU886,SNU886_LIVER,
948,CCLE.TUHR14TKB,ACH-000317,CVCL_5953,TUHR14TKB,TUHR14TKB,TUHR14TKB_KIDNEY,
949,CTRP.TUHR14TKB,ACH-000317,CVCL_5953,TUHR14TKB,TUHR14TKB,TUHR14TKB_KIDNEY,
950,CCLE.TE10,ACH-000318,CVCL_1760,TE-10,TE10,TE10_OESOPHAGUS,
951,GDSC.TE-10,ACH-000318,CVCL_1760,TE-10,TE10,TE10_OESOPHAGUS,
952,CTRP.TE-10,ACH-000318,CVCL_1760,TE-10,TE10,TE10_OESOPHAGUS,
953,CCLE.MPP89,ACH-000319,CVCL_1427,MPP 89,MPP89,MPP89_PLEURA,
954,GDSC.MPP-89,ACH-000319,CVCL_1427,MPP 89,MPP89,MPP89_PLEURA,
955,CTRP.MPP-89,ACH-000319,CVCL_1427,MPP 89,MPP89,MPP89_PLEURA,
956,CCLE.PSN1,ACH-000320,CVCL_1644,PSN1,PSN1,PSN1_PANCREAS,
957,GDSC.PSN1,ACH-000320,CVCL_1644,PSN1,PSN1,PSN1_PANCREAS,
958,gCSI.PSN1,ACH-000320,CVCL_1644,PSN1,PSN1,PSN1_PANCREAS,
959,CTRP.PSN1,ACH-000320,CVCL_1644,PSN1,PSN1,PSN1_PANCREAS,
960,CCLE.HT144,ACH-000322,CVCL_0318,HT-144,HT144,HT144_SKIN,
961,GDSC.HT-144,ACH-000322,CVCL_0318,HT-144,HT144,HT144_SKIN,
962,CTRP.HT-144,ACH-000322,CVCL_0318,HT-144,HT144,HT144_SKIN,
963,CCLE.42MGBA,ACH-000323,CVCL_1798,42-MG-BA,42MGBA,42MGBA_CENTRAL_NERVOUS_SYSTEM,
964,GDSC.42-MG-BA,ACH-000323,CVCL_1798,42-MG-BA,42MGBA,42MGBA_CENTRAL_NERVOUS_SYSTEM,
965,CTRP.42-MG-BA,ACH-000323,CVCL_1798,42-MG-BA,42MGBA,42MGBA_CENTRAL_NERVOUS_SYSTEM,
966,CCLE.JHOC5,ACH-000324,CVCL_4640,JHOC-5,JHOC5,JHOC5_OVARY,
967,CTRP.JHOC-5,ACH-000324,CVCL_4640,JHOC-5,JHOC5,JHOC5_OVARY,
968,CCLE.JURLMK1,ACH-000326,CVCL_2086,JURL-MK1,JURLMK1,JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
969,GDSC.JURL-MK1,ACH-000326,CVCL_2086,JURL-MK1,JURLMK1,JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
970,CTRP.JURL-MK1,ACH-000326,CVCL_2086,JURL-MK1,JURLMK1,JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
971,CCLE.NCIH1395,ACH-000327,CVCL_1467,NCI-H1395,NCIH1395,NCIH1395_LUNG,
972,GDSC.NCI-H1395,ACH-000327,CVCL_1467,NCI-H1395,NCIH1395,NCIH1395_LUNG,
973,CTRP.NCI-H1395,ACH-000327,CVCL_1467,NCI-H1395,NCIH1395,NCIH1395_LUNG,
974,CCLE.CCFSTTG1,ACH-000329,CVCL_1118,CCF-STTG1,CCFSTTG1,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,
975,GDSC.CCF-STTG1,ACH-000329,CVCL_1118,CCF-STTG1,CCFSTTG1,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,
976,gCSI.CCF-STTG1,ACH-000329,CVCL_1118,CCF-STTG1,CCFSTTG1,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,
977,CTRP.CCF-STTG1,ACH-000329,CVCL_1118,CCF-STTG1,CCFSTTG1,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,
978,CCLE.EFM19,ACH-000330,CVCL_0253,EFM-19,EFM19,EFM19_BREAST,
979,GDSC.EFM-19,ACH-000330,CVCL_0253,EFM-19,EFM19,EFM19_BREAST,
980,gCSI.EFM-19,ACH-000330,CVCL_0253,EFM-19,EFM19,EFM19_BREAST,
981,CCLE.ISTMES2,ACH-000331,CVCL_1312,IST-MES2,ISTMES2,ISTMES2_PLEURA,
982,CCLE.YAPC,ACH-000332,CVCL_1794,YAPC,YAPC,YAPC_PANCREAS,
